Date,Open,High,Low,Close,Adj Close,Volume
2/12/2015,3.912,3.912,3.912,3.912,3.826814,0
2/13/2015,3.957,3.957,3.957,3.957,3.870835,0
2/17/2015,4.04,4.073,4.04,4.073,3.984309,0
2/18/2015,4.063,4.063,4.063,4.063,3.974527,0
2/19/2015,4.08,4.08,4.08,4.08,3.991157,0
2/20/2015,4.179,4.179,4.179,4.179,4.088001,0
2/23/2015,4.207,4.207,4.207,4.207,4.11539,0
2/24/2015,4.286,4.286,4.286,4.286,4.19267,0
2/25/2015,4.342,4.342,4.342,4.342,4.247451,0
2/26/2015,4.409,4.409,4.409,4.409,4.312992,500
2/27/2015,4.392,4.392,4.392,4.392,4.296363,0
3/2/2015,4.261,4.261,4.261,4.261,4.168215,0
3/3/2015,4.229,4.229,4.229,4.229,4.136912,0
3/4/2015,4.233,4.233,4.233,4.233,4.140824,0
3/5/2015,4.288,4.288,4.288,4.288,4.194627,0
3/6/2015,4.273,4.273,4.273,4.273,4.179954,0
3/9/2015,4.275,4.275,4.275,4.275,4.18191,0
3/10/2015,4.284,4.284,4.284,4.284,4.190714,0
3/11/2015,4.305,4.305,4.305,4.305,4.211256,0
3/12/2015,4.361,4.361,4.361,4.361,4.266037,0
3/13/2015,4.31,4.31,4.31,4.31,4.216147,0
3/16/2015,4.381,4.381,4.381,4.381,4.285602,0
3/17/2015,4.307,4.307,4.307,4.307,4.213213,0
3/18/2015,4.3,4.3,4.3,4.3,4.206366,0
3/19/2015,4.293,4.293,4.293,4.293,4.199519,0
3/20/2015,4.289,4.289,4.289,4.289,4.195605,0
3/23/2015,4.283,4.283,4.283,4.283,4.189736,0
3/24/2015,4.212,4.212,4.211,4.211,4.119304,100
3/25/2015,null,null,null,null,null,null
3/26/2015,null,null,null,null,null,null
3/27/2015,null,null,null,null,null,null
3/30/2015,null,null,null,null,null,null
3/31/2015,null,null,null,null,null,null
4/1/2015,null,null,null,null,null,null
4/2/2015,null,null,null,null,null,null
4/6/2015,null,null,null,null,null,null
4/7/2015,null,null,null,null,null,null
4/8/2015,null,null,null,null,null,null
4/9/2015,null,null,null,null,null,null
4/10/2015,null,null,null,null,null,null
4/13/2015,null,null,null,null,null,null
4/14/2015,null,null,null,null,null,null
4/15/2015,4.918,4.918,4.918,4.918,4.810909,0
4/16/2015,5.005,5.005,5.005,5.005,4.896014,0
4/17/2015,5.031,5.031,5.031,5.031,4.921448,0
4/20/2015,null,null,null,null,null,null
4/21/2015,null,null,null,null,null,null
4/22/2015,null,null,null,null,null,null
4/23/2015,null,null,null,null,null,null
4/24/2015,null,null,null,null,null,null
4/27/2015,null,null,null,null,null,null
4/28/2015,null,null,null,null,null,null
4/29/2015,null,null,null,null,null,null
4/30/2015,null,null,null,null,null,null
5/1/2015,null,null,null,null,null,null
5/4/2015,4.708,4.708,4.708,4.708,4.605481,0
5/5/2015,4.737,4.737,4.737,4.737,4.63385,0
5/6/2015,null,null,null,null,null,null
5/7/2015,null,null,null,null,null,null
5/8/2015,null,null,null,null,null,null
5/11/2015,null,null,null,null,null,null
5/12/2015,null,null,null,null,null,null
5/13/2015,null,null,null,null,null,null
5/14/2015,null,null,null,null,null,null
5/15/2015,null,null,null,null,null,null
5/18/2015,null,null,null,null,null,null
5/19/2015,null,null,null,null,null,null
5/20/2015,4.623,4.623,4.623,4.623,4.522333,0
5/21/2015,null,null,null,null,null,null
5/22/2015,null,null,null,null,null,null
5/26/2015,null,null,null,null,null,null
5/27/2015,null,null,null,null,null,null
5/28/2015,null,null,null,null,null,null
5/29/2015,null,null,null,null,null,null
6/1/2015,4.947,4.947,4.947,4.947,4.839277,0
6/2/2015,5,5,5,5,4.891123,0
6/3/2015,4.935,4.935,4.935,4.935,4.827538,0
6/4/2015,4.89,4.89,4.89,4.89,4.783518,0
6/5/2015,4.966,4.966,4.966,4.966,4.857862,0
6/8/2015,null,null,null,null,null,null
6/9/2015,null,null,null,null,null,null
6/10/2015,null,null,null,null,null,null
6/11/2015,null,null,null,null,null,null
6/12/2015,null,null,null,null,null,null
6/15/2015,null,null,null,null,null,null
6/16/2015,null,null,null,null,null,null
6/17/2015,null,null,null,null,null,null
6/18/2015,null,null,null,null,null,null
6/19/2015,null,null,null,null,null,null
6/22/2015,null,null,null,null,null,null
6/23/2015,null,null,null,null,null,null
6/24/2015,null,null,null,null,null,null
6/25/2015,null,null,null,null,null,null
6/26/2015,null,null,null,null,null,null
6/29/2015,null,null,null,null,null,null
6/30/2015,null,null,null,null,null,null
7/1/2015,null,null,null,null,null,null
7/2/2015,null,null,null,null,null,null
7/6/2015,4.897,4.897,4.844,4.844,4.73852,0
7/7/2015,5.084,5.084,5.084,5.084,4.973294,0
7/8/2015,4.978,4.978,4.978,4.978,4.869602,0
7/9/2015,4.96,4.96,4.96,4.96,4.851994,0
7/10/2015,4.97,4.97,4.97,4.97,4.861775,0
7/13/2015,null,null,null,null,null,null
7/14/2015,null,null,null,null,null,null
7/15/2015,null,null,null,null,null,null
7/16/2015,null,null,null,null,null,null
7/17/2015,null,null,null,null,null,null
7/20/2015,null,null,null,null,null,null
7/21/2015,null,null,null,null,null,null
7/22/2015,null,null,null,null,null,null
7/23/2015,null,null,null,null,null,null
7/24/2015,null,null,null,null,null,null
7/27/2015,5.304,5.304,5.304,5.304,5.188503,0
7/28/2015,5.292,5.292,5.292,5.292,5.176764,0
7/29/2015,null,null,null,null,null,null
7/30/2015,null,null,null,null,null,null
7/31/2015,null,null,null,null,null,null
8/3/2015,null,null,null,null,null,null
8/4/2015,null,null,null,null,null,null
8/5/2015,null,null,null,null,null,null
8/6/2015,null,null,null,null,null,null
8/7/2015,null,null,null,null,null,null
8/10/2015,null,null,null,null,null,null
8/11/2015,null,null,null,null,null,null
8/12/2015,null,null,null,null,null,null
8/13/2015,null,null,null,null,null,null
8/14/2015,null,null,null,null,null,null
8/17/2015,null,null,null,null,null,null
8/18/2015,null,null,null,null,null,null
8/19/2015,null,null,null,null,null,null
8/20/2015,null,null,null,null,null,null
8/21/2015,null,null,null,null,null,null
8/24/2015,null,null,null,null,null,null
8/25/2015,null,null,null,null,null,null
8/26/2015,null,null,null,null,null,null
8/27/2015,null,null,null,null,null,null
8/28/2015,null,null,null,null,null,null
8/31/2015,null,null,null,null,null,null
9/1/2015,null,null,null,null,null,null
9/2/2015,null,null,null,null,null,null
9/3/2015,null,null,null,null,null,null
9/4/2015,null,null,null,null,null,null
9/8/2015,null,null,null,null,null,null
9/9/2015,null,null,null,null,null,null
9/10/2015,null,null,null,null,null,null
9/11/2015,null,null,null,null,null,null
9/14/2015,5.138,5.138,5.138,5.138,5.026118,0
9/15/2015,5.249,5.249,5.249,5.249,5.134701,0
9/16/2015,5.188,5.188,5.188,5.188,5.075029,0
9/17/2015,5.168,5.168,5.168,5.168,5.055464,0
9/18/2015,5.04,5.04,5.04,5.04,4.930251,0
9/21/2015,5.004,5.004,5.004,5.004,4.895036,0
9/22/2015,5.041,5.041,5.041,5.041,4.93123,0
9/23/2015,4.986,4.986,4.986,4.986,4.877428,0
9/24/2015,null,null,null,null,null,null
9/25/2015,null,null,null,null,null,null
9/28/2015,null,null,null,null,null,null
9/29/2015,null,null,null,null,null,null
9/30/2015,null,null,null,null,null,null
10/1/2015,null,null,null,null,null,null
10/2/2015,null,null,null,null,null,null
10/5/2015,null,null,null,null,null,null
10/6/2015,null,null,null,null,null,null
10/7/2015,null,null,null,null,null,null
10/8/2015,null,null,null,null,null,null
10/9/2015,null,null,null,null,null,null
10/12/2015,null,null,null,null,null,null
10/13/2015,null,null,null,null,null,null
10/14/2015,null,null,null,null,null,null
10/15/2015,null,null,null,null,null,null
10/16/2015,5.627,5.627,5.627,5.627,5.504469,1
10/19/2015,13.859755,13.859755,12.346419,12.398861,12.128872,2111100
10/20/2015,12.174109,12.683548,12.174109,12.638597,12.363387,947100
10/21/2015,12.923285,12.998202,12.286485,12.346419,12.077571,104900
10/22/2015,12.518729,12.773449,12.166616,12.698531,12.422015,146800
10/23/2015,12.923285,12.923285,12.623614,12.735991,12.458659,79900
10/26/2015,12.818399,12.818399,12.219059,12.301469,12.0336,687100
10/27/2015,12.406353,12.548697,11.687144,11.784537,11.527924,848900
10/28/2015,11.911897,12.249026,11.870692,12.196584,11.930999,395500
10/29/2015,11.994307,12.189092,11.649685,11.949356,11.689153,387600
10/30/2015,11.911897,12.061732,11.027869,11.027869,10.787732,3269300
11/2/2015,11.230146,11.364999,10.383578,10.855559,10.619175,54548200
11/3/2015,10.540905,11.020377,10.244981,10.758166,10.523903,53666700
11/4/2015,10.780642,10.870543,10.196284,10.233743,10.0109,42080600
11/5/2015,10.21876,10.406054,9.829188,9.949056,9.73241,29619800
11/6/2015,9.874139,10.848067,9.851664,10.788133,10.553216,40110700
11/9/2015,10.683249,10.848067,10.585855,10.638298,10.406646,23396500
11/10/2015,10.585855,10.8181,10.495955,10.795625,10.560546,19725400
11/11/2015,10.638298,10.720707,10.555888,10.570872,10.340687,14695300
11/12/2015,10.346119,10.353611,10.1813,10.26371,10.040212,27192100
11/13/2015,10.196284,10.308661,9.851664,10.031466,9.813026,19921200
11/16/2015,10.016481,10.196284,9.844172,10.023973,9.805697,18395800
11/17/2015,10.023973,10.106383,9.829188,9.904105,9.688438,16579200
11/18/2015,10.098891,10.286185,9.880881,10.21876,9.996243,17379700
11/19/2015,10.13635,10.406054,10.128859,10.323644,10.098842,17581300
11/20/2015,10.323644,10.960443,10.248727,10.64579,10.413974,24773000
11/23/2015,10.615823,10.64579,10.166317,10.376086,10.150144,20445500
11/24/2015,10.173809,10.507192,10.113874,10.256218,10.032884,32183200
11/25/2015,10.421037,11.132754,10.368594,10.578363,10.348016,30269300
11/27/2015,10.578363,10.967936,10.525922,10.750674,10.516573,8064400
11/30/2015,10.660773,11.237638,10.623314,11.132754,10.890333,38848400
12/1/2015,11.147738,11.896914,11.125262,11.694636,11.439981,33512200
12/2/2015,11.514833,11.642194,11.140245,11.20018,10.956293,16926700
12/3/2015,11.237638,11.492358,10.922985,10.952951,10.714448,25234600
12/4/2015,10.780642,11.458646,10.668265,11.402457,11.154163,16019000
12/7/2015,11.237638,11.597243,11.177705,11.574768,11.363783,12742000
12/8/2015,11.305064,11.4549,10.952951,11.364999,11.157837,15507100
12/9/2015,11.230146,11.529818,10.997902,11.125262,10.92247,19036700
12/10/2015,11.080312,11.095295,10.885526,11.027869,10.826853,13550200
12/11/2015,11.230146,11.537309,10.593348,10.623314,10.42967,14170500
12/14/2015,10.713216,10.86305,10.428529,10.8181,10.620905,15387700
12/15/2015,10.870543,11.222655,10.851813,10.908001,10.70917,17203800
12/16/2015,10.952951,11.095295,10.90051,11.012886,10.812141,10466100
12/17/2015,10.94546,11.027869,10.653281,10.720707,10.525289,10177400
12/18/2015,10.690741,10.776896,10.488462,10.608331,10.414961,25811800
12/21/2015,10.578363,10.788133,10.391069,10.503447,10.311989,13165500
12/22/2015,10.51843,10.593348,10.428529,10.533413,10.341411,9734000
12/23/2015,10.630806,11.215163,10.525922,11.170213,10.966601,15019100
12/24/2015,11.095295,11.364999,11.080312,11.252622,11.047509,2907800
12/28/2015,11.15523,11.447408,11.102787,11.409949,11.201967,7916100
12/29/2015,11.4549,11.565028,11.37249,11.387474,11.179902,8376900
12/30/2015,11.4549,11.597243,11.350015,11.447408,11.238744,8376100
12/31/2015,11.409949,11.469883,11.312556,11.387474,11.179902,8860000
1/4/2016,11.215163,11.350015,11.042852,11.335032,11.128418,20124500
1/5/2016,11.335032,11.424932,11.192688,11.260114,11.054864,13786000
1/6/2016,10.952951,11.237638,10.870543,11.087804,10.885695,15103300
1/7/2016,10.86305,10.908001,10.226251,10.271202,10.083979,26488700
1/8/2016,10.316153,10.503447,9.971531,10.143842,9.958941,21933300
1/11/2016,10.061433,10.271202,9.791729,9.934072,9.752993,20169800
1/12/2016,10.001498,10.053941,9.806712,9.934072,9.752993,16629600
1/13/2016,10.001498,10.001498,9.387174,9.551992,9.377878,23653700
1/14/2016,9.551992,9.866647,9.477076,9.739286,9.561758,17822900
1/15/2016,9.439616,9.589452,9.357207,9.394666,9.223419,26259900
1/19/2016,9.499551,9.574468,9.139946,9.229847,9.061605,17253400
1/20/2016,8.990111,9.139946,8.70917,9.035062,8.870371,22211200
1/21/2016,8.990111,9.394666,8.855259,9.297273,9.127801,22330600
1/22/2016,9.514534,10.061433,9.477076,10.001498,9.81919,20382200
1/25/2016,9.956548,10.151334,9.829188,9.994006,9.811834,14927600
1/26/2016,10.001498,10.282439,10.001498,10.188792,10.003071,14317100
1/27/2016,10.13635,10.196284,9.705574,10.031466,9.84861,24673100
1/28/2016,10.076416,10.26371,9.791729,9.88163,9.701508,13180300
1/29/2016,10.046449,10.398561,10.001498,10.308661,10.120752,15165800
2/1/2016,10.241235,10.398561,10.13635,10.331136,10.142818,12746800
2/2/2016,10.26371,10.465987,10.00899,10.076416,9.892742,12917500
2/3/2016,10.233743,10.316153,9.821696,10.016481,9.8339,10081700
2/4/2016,9.971531,10.406054,9.971531,10.376086,10.186951,8674900
2/5/2016,10.256218,10.301168,9.765508,9.889122,9.708862,17656300
2/8/2016,9.739286,9.776746,9.267306,9.37219,9.201354,19776200
2/9/2016,9.267306,9.634402,9.222356,9.529517,9.355812,8925100
2/10/2016,9.566977,9.791729,9.522026,9.634402,9.458785,7985000
2/11/2016,9.417141,9.492059,9.001348,9.289782,9.120447,13126800
2/12/2016,9.364698,9.58196,9.124963,9.207372,9.039539,14081300
2/16/2016,9.297273,9.357207,9.192389,9.237339,9.068959,15986700
2/17/2016,9.28229,9.844172,9.267306,9.754271,9.576468,11567600
2/18/2016,9.776746,10.26371,9.754271,10.13635,9.951584,15662600
2/19/2016,10.121367,10.293677,9.92658,10.241235,10.054558,12566300
2/22/2016,10.301168,10.398561,10.166317,10.338628,10.150176,14356500
2/23/2016,10.278693,10.353611,9.619419,9.806712,9.627955,19550800
2/24/2016,9.739286,10.166317,9.604435,10.13635,9.951584,17655200
2/25/2016,10.076416,10.271202,9.919089,10.248727,10.061913,16124200
2/26/2016,10.323644,10.338628,9.851664,10.068924,9.885386,14448800
2/29/2016,9.971531,10.098891,9.889122,9.941565,9.760348,17015000
3/1/2016,10.053941,10.091399,9.806712,9.949056,9.767704,11151100
3/2/2016,10.023973,10.525922,10.001498,10.413545,10.223725,13370200
3/3/2016,10.421037,10.451004,9.949056,10.188792,10.003071,13387500
3/4/2016,11.162721,11.866946,11.102787,11.567276,11.356426,44542900
3/7/2016,11.335032,11.979322,11.282589,11.964339,11.788239,24664700
3/8/2016,11.79952,11.829488,11.39122,11.409949,11.242009,16458700
3/9/2016,11.492358,11.8632,11.462391,11.604734,11.433928,14775400
3/10/2016,11.649685,12.144141,11.62721,11.911897,11.736568,19067700
3/11/2016,11.986814,12.316452,11.986814,12.234042,12.053972,20934400
3/14/2016,12.13665,12.413845,12.016782,12.293977,12.113025,12910700
3/15/2016,12.256517,12.64609,12.174109,12.56368,12.378759,18599300
3/16/2016,12.518729,12.9083,12.43632,12.878334,12.688782,16703600
3/17/2016,12.833384,12.983218,12.706023,12.855859,12.666636,14506800
3/18/2016,12.86335,13.170512,12.795924,12.983218,12.792122,41329200
3/21/2016,12.983218,13.440216,12.960743,13.267905,13.072619,14323600
3/22/2016,13.043153,13.5451,12.99071,13.11807,12.924988,15107900
3/23/2016,13.125562,13.163021,12.803416,13.080611,12.888082,15263300
3/24/2016,13.043153,13.215463,12.818399,13.163021,12.969277,11839600
3/28/2016,13.095594,13.234193,12.900809,13.11807,12.924988,7384500
3/29/2016,13.013186,13.24543,12.900809,13.222955,13.028331,7910800
3/30/2016,13.275397,13.421486,13.207972,13.402757,13.205486,14085600
3/31/2016,13.365298,13.455199,13.11807,13.282888,13.087382,13868300
4/1/2016,13.192987,13.893467,13.155529,13.784837,13.581942,19821600
4/4/2016,13.822295,13.822295,13.432724,13.515133,13.316208,10233900
4/5/2016,13.387774,13.417741,13.155529,13.192987,12.998804,11078800
4/6/2016,13.222955,13.470182,13.080611,13.455199,13.257156,13871100
4/7/2016,13.32784,13.515133,13.204226,13.29038,13.094764,12565400
4/8/2016,13.37279,13.706173,13.342823,13.402757,13.205486,9717000
4/11/2016,13.447707,13.530117,13.230447,13.282888,13.087382,7846600
4/12/2016,13.267905,13.305364,12.870842,12.915792,12.725689,11730000
4/13/2016,12.953252,13.11807,12.848367,13.110579,12.917607,11003000
4/14/2016,13.005693,13.035661,12.780941,12.930777,12.740452,8924700
4/15/2016,13.043153,13.095594,12.623614,13.035661,12.843792,15833300
4/18/2016,12.893317,13.09934,12.840875,13.065628,12.873319,7552400
4/19/2016,13.080611,13.095594,12.848367,12.915792,12.725689,8595700
4/20/2016,12.788433,13.110579,12.788433,13.035661,12.843792,7261400
4/21/2016,12.99071,13.29038,12.975727,13.080611,12.888082,7969200
4/22/2016,13.065628,13.260413,12.983218,13.103086,12.910227,10622300
4/25/2016,13.005693,13.043153,12.601139,12.893317,12.703545,7798000
4/26/2016,12.923285,13.084357,12.9083,13.005693,12.814267,8389300
4/27/2016,12.960743,13.125562,12.923285,12.968235,12.777359,8494100
4/28/2016,12.86335,13.024424,12.676056,12.758466,12.570678,6390400
4/29/2016,12.653581,12.668565,12.368895,12.481271,12.297564,9461100
5/2/2016,12.481271,12.548697,12.196584,12.286485,12.105643,11294000
5/3/2016,12.159125,12.174109,11.821996,11.934372,11.758713,14770400
5/4/2016,11.836979,11.986814,11.747078,11.934372,11.758713,8860200
5/5/2016,11.949356,11.964339,11.717112,11.777045,11.603703,4697400
5/6/2016,11.70962,11.88193,11.657177,11.821996,11.647991,6652100
5/9/2016,11.769553,11.956847,11.739587,11.88193,11.707044,6598300
5/10/2016,11.904406,11.911897,11.694636,11.904406,11.729188,6355900
5/11/2016,11.904406,12.252772,11.896914,12.001798,11.825147,8636400
5/12/2016,12.05424,12.0917,11.877435,11.911897,11.736568,7231800
5/13/2016,11.911897,12.072969,11.75457,11.814504,11.64061,9061900
5/16/2016,11.807013,12.057986,11.769553,11.956847,11.780858,11772100
5/17/2016,11.896914,12.13665,11.75457,11.851963,11.677517,19478200
5/18/2016,11.829488,11.934372,11.623465,11.739587,11.566795,8778300
5/19/2016,11.619719,11.829488,11.522326,11.821996,11.647991,8923000
5/20/2016,11.807013,11.979322,11.732095,11.889421,11.714425,11990300
5/23/2016,11.896914,12.189092,11.889421,12.039257,11.862055,11545800
5/24/2016,12.061732,12.241534,11.979322,12.174109,11.994921,16767800
5/25/2016,13.732394,13.859755,12.825891,12.998202,12.806886,58509300
5/26/2016,12.735991,13.252922,12.616122,13.028169,12.836411,29009300
5/27/2016,13.080611,13.739886,13.080611,13.679952,13.478601,30638800
5/31/2016,13.485167,13.837279,13.305364,13.837279,13.633612,33307100
6/1/2016,13.717411,13.769854,13.590051,13.702427,13.500745,16408800
6/2/2016,13.590051,13.88223,13.560084,13.859755,13.655758,18237700
6/3/2016,13.784837,13.859755,13.694936,13.747378,13.545035,12394200
6/6/2016,13.694936,14.211867,13.694936,14.159425,13.992952,17140500
6/7/2016,14.114474,14.417891,14.062032,14.35421,14.185449,19069200
6/8/2016,14.43662,14.698832,14.384177,14.496553,14.326118,21117400
6/9/2016,14.526521,14.721307,14.48157,14.646389,14.474192,12514200
6/10/2016,14.466587,14.48157,14.159425,14.324244,14.155833,13122000
6/13/2016,14.241834,14.346719,13.919688,13.934671,13.770841,13544400
6/14/2016,13.837279,13.964639,13.646239,13.717411,13.556135,19162500
6/15/2016,13.807312,14.279293,13.792329,14.084507,13.918915,15974300
6/16/2016,13.994606,14.106982,13.915942,13.979623,13.815264,16457100
6/17/2016,13.92718,14.241834,13.852262,14.189392,14.022568,22212500
6/20/2016,14.399161,14.691339,14.35421,14.519029,14.348328,21182600
6/21/2016,14.541504,14.871141,14.429128,14.803716,14.629669,15427200
6/22/2016,14.728798,14.803716,14.376686,14.391669,14.222466,14113200
6/23/2016,14.511538,14.751273,14.489062,14.721307,14.548228,13594100
6/24/2016,13.942163,14.294276,13.567575,13.605035,13.44508,33931500
6/27/2016,13.485167,13.492658,12.709769,12.885825,12.734325,24347100
6/28/2016,13.110579,13.170512,12.814654,13.035661,12.882401,18201000
6/29/2016,13.29038,13.417741,13.189241,13.320348,13.16374,11025300
6/30/2016,13.425232,13.859755,13.395266,13.687444,13.526521,16675200
7/1/2016,13.837279,13.964639,13.597543,13.852262,13.689401,11917700
7/5/2016,13.777345,13.807312,13.440216,13.635001,13.474694,8188700
7/6/2016,13.485167,13.807312,13.425232,13.784837,13.622768,9696600
7/7/2016,13.739886,14.017081,13.739886,13.837279,13.674595,8378500
7/8/2016,14.05454,14.264309,13.915942,14.264309,14.096603,14547300
7/11/2016,14.346719,14.582709,14.339227,14.489062,14.318715,13563800
7/12/2016,14.556488,14.908601,14.556488,14.751273,14.577843,17284900
7/13/2016,14.751273,14.803716,14.459095,14.608931,14.437173,9166800
7/14/2016,14.698832,15.107882,14.698832,14.976027,14.799953,19915400
7/15/2016,15.043452,15.110878,14.751273,14.811208,14.637073,11673400
7/18/2016,14.773749,14.968534,14.721307,14.826191,14.651878,7849800
7/19/2016,14.751273,14.938567,14.743782,14.826191,14.651878,7387700
7/20/2016,14.833683,15.043452,14.777494,15.028469,14.851779,7093100
7/21/2016,15.005994,15.103386,14.762511,14.796225,14.622266,12087100
7/22/2016,14.848666,15.020977,14.788733,15.020977,14.844375,11167600
7/25/2016,15.245729,15.350615,15.125861,15.140845,14.962833,12967400
7/26/2016,15.125861,15.328139,15.092149,15.320647,15.140523,10608400
7/27/2016,15.358106,15.48172,15.176805,15.245729,15.066485,8747300
7/28/2016,15.208271,15.305664,15.095895,15.215763,15.036872,5816300
7/29/2016,15.223254,16.406952,15.058435,15.747678,15.562532,41994000
8/1/2016,15.837579,16.174707,15.455499,15.792628,15.606954,18547900
8/2/2016,15.755169,15.807611,15.466737,15.560384,15.377441,14717100
8/3/2016,15.560384,16.122265,15.492958,16.114773,15.925312,18551100
8/4/2016,16.092299,16.421936,16.077314,16.302067,16.110401,11915000
8/5/2016,16.362001,16.631704,16.309559,16.414444,16.22146,12668700
8/8/2016,16.481871,16.60923,16.167215,16.219658,16.028961,10379600
8/9/2016,16.279593,16.376986,16.197184,16.257116,16.065981,10756600
8/10/2016,16.279593,16.294577,16.05484,16.144741,15.954926,7594200
8/11/2016,16.174707,16.376986,16.122265,16.317051,16.125212,10113200
8/12/2016,16.242134,16.451902,16.103537,16.39946,16.206654,14097200
8/15/2016,16.429428,16.624214,16.406952,16.489361,16.295494,9555100
8/16/2016,16.406952,16.60923,16.339527,16.530567,16.336218,8144400
8/17/2016,16.526821,16.624214,16.092299,16.212166,16.021559,13040400
8/18/2016,16.137249,16.39946,16.137249,16.376986,16.184441,8967300
8/19/2016,16.317051,16.451902,16.287085,16.39197,16.199249,8063900
8/22/2016,16.347019,16.46314,16.204676,16.43692,16.243671,5925900
8/23/2016,16.504345,16.534313,16.388224,16.429428,16.236267,10565600
8/24/2016,16.421936,16.519329,16.234642,16.249626,16.05858,6024200
8/25/2016,16.204676,16.433174,16.069822,16.362001,16.169632,9569700
8/26/2016,16.406952,16.549295,16.189692,16.317051,16.125212,7061600
8/29/2016,16.302067,16.579264,16.279593,16.362001,16.169632,7863100
8/30/2016,16.362001,16.451902,16.069822,16.167215,15.977139,12232100
8/31/2016,16.137249,16.242134,15.852562,16.092299,15.903101,12760400
9/1/2016,16.05484,16.721605,15.792628,16.601738,16.406551,25246400
9/2/2016,16.60923,16.706623,16.43692,16.639196,16.443569,8766200
9/6/2016,16.616722,16.616722,16.294577,16.376986,16.184441,11398900
9/7/2016,16.489361,16.721605,16.114773,16.549295,16.354725,27421800
9/8/2016,16.481871,16.631704,15.97243,16.017382,15.829066,39040300
9/9/2016,15.845071,16.084806,15.67276,15.67276,15.488495,21043100
9/12/2016,15.522924,16.043602,15.455499,15.949955,15.762431,17018900
9/13/2016,15.807611,16.00989,15.770153,15.852562,15.666183,16020900
9/14/2016,15.830087,16.043602,15.800119,16.002398,15.814257,14651800
9/15/2016,15.97243,16.586754,15.949955,16.579264,16.38434,17209800
9/16/2016,16.534313,16.721605,16.451902,16.676655,16.480585,21822700
9/19/2016,16.759066,17.231047,16.751574,16.99131,16.791542,16028100
9/20/2016,17.047499,17.18984,16.94636,16.94636,16.74712,12905300
9/21/2016,16.931376,17.320948,16.908899,17.320948,17.117306,14250400
9/22/2016,17.33593,17.628109,17.33593,17.410849,17.20615,13667200
9/23/2016,17.328438,17.429577,17.16362,17.216063,17.013655,9673400
9/26/2016,17.126162,17.204824,16.961342,17.073719,16.872986,10821300
9/27/2016,16.998802,17.249775,16.902157,17.171112,16.969231,17518900
9/28/2016,17.231047,17.37339,17.096193,17.261013,17.058075,9440500
9/29/2016,17.201078,17.463291,17.1374,17.156128,16.954424,12084600
9/30/2016,17.290979,17.448307,16.923883,17.043753,16.84337,21637200
10/3/2016,16.923883,17.107431,16.893917,16.968834,16.769333,15603800
10/4/2016,16.99131,17.178604,16.676655,16.774048,16.576834,12193200
10/5/2016,16.82649,17.133654,16.82649,17.081211,16.880386,9706100
10/6/2016,17.036261,17.11867,16.953852,16.99131,16.791542,8743200
10/7/2016,16.983818,17.006292,16.60923,16.736589,16.580021,12498500
10/10/2016,16.841475,16.998802,16.811508,16.856459,16.698769,12283300
10/11/2016,16.856459,16.856459,16.403206,16.466887,16.312841,13494400
10/12/2016,16.541803,16.571772,16.332035,16.481871,16.327684,10361700
10/13/2016,16.317051,16.44441,16.077314,16.302067,16.149563,18435700
10/14/2016,16.137249,16.44441,16.088552,16.129757,15.978866,18101600
10/17/2016,16.107283,16.249626,15.890021,15.934972,15.785902,15544800
10/18/2016,16.137249,16.174707,15.807611,16.084806,15.934335,15598400
10/19/2016,16.189692,16.459394,16.144741,16.279593,16.127296,23345100
10/20/2016,16.204676,16.414444,16.137249,16.39197,16.238625,14137200
10/21/2016,16.257116,16.279593,16.069822,16.204676,16.053082,15973900
10/24/2016,16.242134,16.324543,16.174707,16.242134,16.090189,12072000
10/25/2016,16.242134,16.257116,16.024872,16.182199,16.030817,12341800
10/26/2016,16.129757,16.339527,16.084806,16.332035,16.179251,10149400
10/27/2016,16.39197,16.774048,16.39197,16.624214,16.468697,16879300
10/28/2016,16.631704,16.848967,16.481871,16.60923,16.453852,10020600
10/31/2016,16.669165,16.871441,16.646688,16.833982,16.676502,10866400
11/1/2016,16.796524,16.901409,16.309559,16.541803,16.387056,9849700
11/2/2016,16.511837,16.60923,16.384478,16.496853,16.342525,11089900
11/3/2016,16.534313,16.616722,16.302067,16.332035,16.179251,9341800
11/4/2016,16.212166,16.78079,16.122265,16.511837,16.357368,10299400
11/7/2016,16.766558,17.37339,16.759066,17.313456,17.151489,14422100
11/8/2016,17.313456,17.598143,17.148636,17.410849,17.247971,17057200
11/9/2016,16.811508,17.643093,16.751574,17.403357,17.240551,20497800
11/10/2016,17.493258,17.747976,17.16362,17.283487,17.121801,17410100
11/11/2016,17.246029,17.515732,17.171112,17.463291,17.299923,12607700
11/14/2016,17.493258,17.695536,17.283487,17.493258,17.329611,16516200
11/15/2016,17.583158,17.628109,17.33593,17.538208,17.37414,19722200
11/16/2016,17.463291,17.71801,17.388372,17.628109,17.4632,15415600
11/17/2016,17.583158,17.732994,17.425831,17.680552,17.515152,14549900
11/18/2016,17.747229,17.867846,17.433323,17.463291,17.299923,22148600
11/21/2016,17.5457,17.643093,17.088703,17.320948,17.158911,31108000
11/22/2016,17.305964,17.485765,16.935122,17.133654,16.973372,32257700
11/23/2016,17.006292,17.703026,16.833982,17.643093,17.478043,28780200
11/25/2016,17.246029,17.523224,17.013784,17.395864,17.233128,14212600
11/28/2016,17.20857,17.523224,17.141144,17.485765,17.322189,29173300
